subtitle,authors,title,publishers,number_of_pages,physical_format,notes,works,publish_date,isbn_10,covers,full_title,isbn_13,last_modified,created,type,key,latest_revision,revision,source_records,name,id,publish_places,identifiers,pagination,classifications,copyright_date,table_of_contents,contributors,edition_name,oclc_numbers,languages,other_titles,subjects,links,subject_places,description,subject_times,excerpts,subject_people,series,lc_classifications,first_publish_date,dewey_number,physical_dimensions,first_sentence,weight,translation_of,by_statement,translated_from,dewey_decimal_class,ocaid,location,publish_country,personal_name
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Essntls Socio,,,,,,,,[11298855],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:42:44.874481'}","{'type': '/type/datetime', 'value': '2021-06-23T11:42:44.874481'}",{'key': '/type/work'},/works/OL24623815W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Down & Essn Socio Reader Pkg,[{'key': '/authors/OL2761571A'}],Essntls Socio,['Addison Wesley Publishing Company'],,paperback,"{'type': '/type/text', 'value': 'Source title: Essntls Socio: Down & Essn Socio Reader Pkg'}",[{'key': '/works/OL24623815W'}],"May 01, 2003",['0205416969'],[11298855],Essntls Socio Down & Essn Socio Reader Pkg,['9780205416967'],"{'type': '/type/datetime', 'value': '2021-06-23T11:42:44.874481'}","{'type': '/type/datetime', 'value': '2021-06-23T11:42:44.874481'}",{'key': '/type/edition'},/books/OL32669598M,1,1,['amazon:0205416969'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Literature Class& Cult& M Buttr& Immigrant Pkg,,,,,,,,[11298854],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:42:36.619244'}","{'type': '/type/datetime', 'value': '2021-06-23T11:42:36.619244'}",{'key': '/type/work'},/works/OL24623814W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Literature Class& Cult& M Buttr& Immigrant Pkg,['Addison Wesley Publishing Company'],,paperback,,[{'key': '/works/OL24623814W'}],"May 01, 2001",['0201760614'],[11298854],,['9780201760613'],"{'type': '/type/datetime', 'value': '2021-06-23T11:42:36.619244'}","{'type': '/type/datetime', 'value': '2021-06-23T11:42:36.619244'}",{'key': '/type/edition'},/books/OL32669597M,1,1,['amazon:0201760614'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2262213A'}}]",Moby Dick,,,,,,,,[11298853],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:42:06.903595'}","{'type': '/type/datetime', 'value': '2021-06-23T11:42:06.903595'}",{'key': '/type/work'},/works/OL24623813W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2262213A'}],Moby Dick,['Express Publishing UK Ltd'],,paperback,"{'type': '/type/text', 'value': 'Source title: Moby Dick (classic Reader)'}",[{'key': '/works/OL24623813W'}],"Jul 21, 2011",['1848629508'],[11298853],Moby Dick,['9781848629509'],"{'type': '/type/datetime', 'value': '2021-06-23T11:42:06.903595'}","{'type': '/type/datetime', 'value': '2021-06-23T11:42:06.903595'}",{'key': '/type/edition'},/books/OL32669596M,1,1,['amazon:1848629508'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3113071A'}}]",Observeur du design 11,,,,,,,,[11298852],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:42:02.804614'}","{'type': '/type/datetime', 'value': '2021-06-23T11:42:02.804614'}",{'key': '/type/work'},/works/OL24623812W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le design annonce la couleur.,[{'key': '/authors/OL3113071A'}],Observeur du design 11,['ARCHIBOOKS'],286,paperback,"{'type': '/type/text', 'value': 'Source title: Observeur du design 11: Le design annonce la couleur. (ARCHIBOOKS) (Multilingual Edition)'}",[{'key': '/works/OL24623812W'}],"Nov 25, 2010",['2357331178'],[11298852],Observeur du design 11 : Le design annonce la couleur.,['9782357331174'],"{'type': '/type/datetime', 'value': '2021-06-23T11:42:02.804614'}","{'type': '/type/datetime', 'value': '2021-06-23T11:42:02.804614'}",{'key': '/type/edition'},/books/OL32669594M,1,1,['amazon:2357331178'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2661622A'}}]","Code of Federal Regulations, Title 34, Education, Pt. 300-399, Revised as of July 1, 2013",,,,,,,,[11298851],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:59.482681'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:59.482681'}",{'key': '/type/work'},/works/OL24623811W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2661622A'}],"Code of Federal Regulations, Title 34, Education, Pt. 300-399, Revised as of July 1, 2013","['Office of the Federal Register', 'Government Printing Office']",554,paperback,,[{'key': '/works/OL24623811W'}],"Aug 28, 2013",['0160919797'],[11298851],"Code of Federal Regulations, Title 34, Education, Pt. 300-399, Revised as of July 1, 2013",['9780160919794'],"{'type': '/type/datetime', 'value': '2021-06-23T11:41:59.482681'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:59.482681'}",{'key': '/type/edition'},/books/OL32669593M,1,1,['amazon:0160919797'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2661622A'}}]","Code of Federal Regulations, Title 29, Labor, Pt. 500-899, Revised as of July 1, 2013",,,,,,,,[11298850],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:57.146756'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:57.146756'}",{'key': '/type/work'},/works/OL24623810W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2661622A'}],"Code of Federal Regulations, Title 29, Labor, Pt. 500-899, Revised as of July 1, 2013","['Office of the Federal Register', 'Government Printing Office']",942,paperback,,[{'key': '/works/OL24623810W'}],"Aug 28, 2013",['0160919568'],[11298850],"Code of Federal Regulations, Title 29, Labor, Pt. 500-899, Revised as of July 1, 2013",['9780160919565'],"{'type': '/type/datetime', 'value': '2021-06-23T11:41:57.146756'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:57.146756'}",{'key': '/type/edition'},/books/OL32669591M,1,1,['amazon:0160919568'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3372319A'}}]",Harcourt School Publishers Math Indiana,,,,,,,,[11298849],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:49.648493'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:49.648493'}",{'key': '/type/work'},/works/OL24623809W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Edition Grade 6 2004,[{'key': '/authors/OL3372319A'}],Harcourt School Publishers Math Indiana,['HARCOURT SCHOOL PUBLISHERS'],784,hardcover,"{'type': '/type/text', 'value': 'Source title: Harcourt School Publishers Math Indiana: Student Edition Grade 6 2004'}",[{'key': '/works/OL24623809W'}],"Nov 01, 2002",['0153382686'],[11298849],Harcourt School Publishers Math Indiana Student Edition Grade 6 2004,['9780153382680'],"{'type': '/type/datetime', 'value': '2021-06-23T11:41:49.648493'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:49.648493'}",{'key': '/type/edition'},/books/OL32669590M,1,1,['amazon:0153382686'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:45.579137'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:45.579137'}",{'key': '/type/author'},/authors/OL9281493A,1,1,['amazon:0143449087'],Rakesh Anand Bakshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281493A'}}]",Directors' Diaries 2,,,,,,,,[11298848],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:45.579137'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:45.579137'}",{'key': '/type/work'},/works/OL24623808W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9281493A'}],Directors' Diaries 2,['Ebury Press'],248,paperback,,[{'key': '/works/OL24623808W'}],"Nov 15, 2019",['0143449087'],[11298848],,['9780143449089'],"{'type': '/type/datetime', 'value': '2021-06-23T11:41:45.579137'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:45.579137'}",{'key': '/type/edition'},/books/OL32669589M,1,1,['amazon:0143449087'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:33.003054'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:33.003054'}",{'key': '/type/author'},/authors/OL9281492A,1,1,['amazon:0135167469'],Richard Millman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3437661A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3437660A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281492A'}}]",Mathematical Reasoning for Elementary Teachers Plus MyLab Math Media Update -- 24 Month Access Card Package,,,,,,,,[11298847],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:33.003054'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:33.003054'}",{'key': '/type/work'},/works/OL24623807W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL3437661A'}, {'key': '/authors/OL3437660A'}, {'key': '/authors/OL9281492A'}]",Mathematical Reasoning for Elementary Teachers Plus MyLab Math Media Update -- 24 Month Access Card Package,['Pearson'],,printed access code,,[{'key': '/works/OL24623807W'}],"Jan 04, 2018",['0135167469'],[11298847],Mathematical Reasoning for Elementary Teachers Plus MyLab Math Media Update -- 24 Month Access Card Package,['9780135167465'],"{'type': '/type/datetime', 'value': '2021-06-23T11:41:33.003054'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:33.003054'}",{'key': '/type/edition'},/books/OL32669588M,1,1,['amazon:0135167469'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7674474A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2671048A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2651352A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7673987A'}}]",College Algebra with Integrated Review plus MyLab Math with Pearson eText and Sticker -- 24-Month Access Card Package,,,,,,,,[11298846],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:26.121720'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:26.121720'}",{'key': '/type/work'},/works/OL24623806W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'key': '/authors/OL7674474A'}, {'key': '/authors/OL2671048A'}, {'key': '/authors/OL2651352A'}, {'key': '/authors/OL7673987A'}]",College Algebra with Integrated Review plus MyLab Math with Pearson eText and Sticker -- 24-Month Access Card Package,['Pearson'],,printed access code,,[{'key': '/works/OL24623806W'}],"Jun 12, 2016",['0134289935'],[11298846],College Algebra with Integrated Review plus MyLab Math with Pearson eText and Sticker -- 24-Month Access Card Package,['9780134289939'],"{'type': '/type/datetime', 'value': '2021-06-23T11:41:26.121720'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:26.121720'}",{'key': '/type/edition'},/books/OL32669587M,1,1,['amazon:0134289935'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL8653069A'}}]",Monde des pacpacs,,,,,,,,[11298845],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:15.802522'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:15.802522'}",{'key': '/type/work'},/works/OL24623805W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL8653069A'}],Monde des pacpacs,['EDL'],110,paperback,"{'type': '/type/text', 'value': 'Source title: Monde des pacpacs (Le) (LOULOU & CIE) (French Edition)'}",[{'key': '/works/OL24623805W'}],"May 25, 2016",['2211217729'],[11298845],,['9782211217729'],"{'type': '/type/datetime', 'value': '2021-06-23T11:41:15.802522'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:15.802522'}",{'key': '/type/edition'},/books/OL32669585M,1,1,['amazon:2211217729'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Discovrg AutoCAD 2005& Autocad05 180 Day Pk,,,,,,,,[11298844],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:41:05.020183'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:05.020183'}",{'key': '/type/work'},/works/OL24623804W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Discovrg AutoCAD 2005& Autocad05 180 Day Pk,['Addison Wesley Longman'],,hardcover,,[{'key': '/works/OL24623804W'}],"Mar 01, 2005",['0132247860'],[11298844],,['9780132247863'],"{'type': '/type/datetime', 'value': '2021-06-23T11:41:05.020183'}","{'type': '/type/datetime', 'value': '2021-06-23T11:41:05.020183'}",{'key': '/type/edition'},/books/OL32669584M,1,1,['amazon:0132247860'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}","{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",{'key': '/type/author'},/authors/OL9281489A,1,1,['amazon:2804165728'],Nicolas Minvielle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}","{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",{'key': '/type/author'},/authors/OL9281490A,1,1,['amazon:2804165728'],Stéphane Thirouin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}","{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",{'key': '/type/author'},/authors/OL9281491A,1,1,['amazon:2804165728'],Cécile Cam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281489A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281490A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281491A'}}]",Design en entreprises,,,,,,,,[11298843],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}","{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",{'key': '/type/work'},/works/OL24623803W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les pratiques de gestion du design,"[{'key': '/authors/OL9281489A'}, {'key': '/authors/OL9281490A'}, {'key': '/authors/OL9281491A'}]",Design en entreprises,['DE BOECK SUP'],191,paperback,"{'type': '/type/text', 'value': 'Source title: Design en entreprises: Les pratiques de gestion du design (2011) (Design & innovation) (French Edition)'}",[{'key': '/works/OL24623803W'}],"Nov 21, 2011",['2804165728'],[11298843],Design en entreprises : Les pratiques de gestion du design,['9782804165727'],"{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}","{'type': '/type/datetime', 'value': '2021-06-23T11:40:46.076700'}",{'key': '/type/edition'},/books/OL32669583M,1,1,['amazon:2804165728'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Basic Skills& Strats& Buildg Strats& Dict Pk,,,,,,,,[11298842],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:40.943614'}","{'type': '/type/datetime', 'value': '2021-06-23T11:40:40.943614'}",{'key': '/type/work'},/works/OL24623802W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Basic Skills& Strats& Buildg Strats& Dict Pk,['Addison Wesley Longman'],,hardcover,,[{'key': '/works/OL24623802W'}],"Jul 01, 2004",['0131645714'],[11298842],,['9780131645714'],"{'type': '/type/datetime', 'value': '2021-06-23T11:40:40.943614'}","{'type': '/type/datetime', 'value': '2021-06-23T11:40:40.943614'}",{'key': '/type/edition'},/books/OL32669582M,1,1,['amazon:0131645714'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2761571A'}}]",Essn Microsft Ie 5.5& Expl Ofc XP Exerc Pkg,,,,,,,,[11298841],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:40:28.609892'}","{'type': '/type/datetime', 'value': '2021-06-23T11:40:28.609892'}",{'key': '/type/work'},/works/OL24623801W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL2761571A'}],Essn Microsft Ie 5.5& Expl Ofc XP Exerc Pkg,['Addison Wesley Longman'],,paperback,,[{'key': '/works/OL24623801W'}],"Mar 01, 2003",['0131059181'],[11298841],,['9780131059184'],"{'type': '/type/datetime', 'value': '2021-06-23T11:40:28.609892'}","{'type': '/type/datetime', 'value': '2021-06-23T11:40:28.609892'}",{'key': '/type/edition'},/books/OL32669581M,1,1,['amazon:0131059181'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:38:38.402827'}","{'type': '/type/datetime', 'value': '2021-06-23T11:38:38.402827'}",{'key': '/type/author'},/authors/OL9281488A,1,1,['amazon:2020336472'],Enrico Brizzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281488A'}}]",Jack Frusciante a Largu' Le Groupe,,,,,,,,[11298839],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:38:38.402827'}","{'type': '/type/datetime', 'value': '2021-06-23T11:38:38.402827'}",{'key': '/type/work'},/works/OL24623800W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9281488A'}],Jack Frusciante a Largu' Le Groupe,['Contemporary French Fiction'],200,pocket book,"{'type': '/type/text', 'value': ""Source title: Jack Frusciante a Largu' Le Groupe (Points) (French Edition)""}",[{'key': '/works/OL24623800W'}],"Mar 02, 1998",['2020336472'],[11298839],,['9782020336475'],"{'type': '/type/datetime', 'value': '2021-06-23T11:38:38.402827'}","{'type': '/type/datetime', 'value': '2021-06-23T11:38:38.402827'}",{'key': '/type/edition'},/books/OL32669578M,1,1,['amazon:2020336472'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Galería Jalón, Zaragoza, enero 1996-febrero 1996",,Mariano Barbasán (1864-1924),,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:39:00.753571'}","{'type': '/type/datetime', 'value': '2021-06-23T11:38:36.808444'}",{'key': '/type/work'},/works/OL24623799W,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Mariano Barbasán (1864-1924): Galería Jalón, Zaragoza, enero 1996-febrero 1996",['Proedi'],,,,[{'key': '/works/OL24623799W'}],1995,,[11298840],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:39:00.753571'}","{'type': '/type/datetime', 'value': '2021-06-23T11:38:36.808444'}",{'key': '/type/edition'},/books/OL32669577M,3,3,,,,,,247 p. : il. col. ; 31 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL7546236A'}}]",Dictionnaire topographique de la France. Dictionnaire topographique de la Meuse,,,,,,,,[11298838],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:38:15.480431'}","{'type': '/type/datetime', 'value': '2021-06-23T11:38:15.480431'}",{'key': '/type/work'},/works/OL24623798W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL7546236A'}],Dictionnaire topographique de la France. Dictionnaire topographique de la Meuse,"['Hachette Livre - BNF', 'HACHETTE LIVRE-BNF']",350,paperback,"{'type': '/type/text', 'value': 'Source title: Dictionnaire topographique de la France. Dictionnaire topographique de la Meuse (Histoire) (French Edition)'}",[{'key': '/works/OL24623798W'}],"Feb 28, 2018",['2019969777'],[11298838],Dictionnaire topographique de la France. Dictionnaire topographique de la Meuse,['9782019969776'],"{'type': '/type/datetime', 'value': '2021-06-23T11:38:15.480431'}","{'type': '/type/datetime', 'value': '2021-06-23T11:38:15.480431'}",{'key': '/type/edition'},/books/OL32669573M,1,1,['amazon:2019969777'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:46.622606'}","{'type': '/type/datetime', 'value': '2021-06-23T11:37:46.622606'}",{'key': '/type/author'},/authors/OL9281487A,1,1,['amazon:2019928418'],FEVRE-H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281487A'}}]","La locomotive, poésies",,,,,,,,[11298837],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:46.622606'}","{'type': '/type/datetime', 'value': '2021-06-23T11:37:46.622606'}",{'key': '/type/work'},/works/OL24623797W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9281487A'}],"La locomotive, poésies","['Hachette Livre - BNF', 'HACHETTE LIVRE-BNF']",252,paperback,"{'type': '/type/text', 'value': 'Source title: La locomotive, poésies (Littérature) (French Edition)'}",[{'key': '/works/OL24623797W'}],"Feb 28, 2018",['2019928418'],[11298837],,['9782019928414'],"{'type': '/type/datetime', 'value': '2021-06-23T11:37:46.622606'}","{'type': '/type/datetime', 'value': '2021-06-23T11:37:46.622606'}",{'key': '/type/edition'},/books/OL32669572M,1,1,['amazon:2019928418'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:27.353557'}","{'type': '/type/datetime', 'value': '2021-06-23T11:37:27.353557'}",{'key': '/type/author'},/authors/OL9281486A,1,1,['amazon:2019714892'],EGGIS-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281486A'}}]",Voyages aux pays du coeur,,,,,,,,[11298836],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:37:27.353557'}","{'type': '/type/datetime', 'value': '2021-06-23T11:37:27.353557'}",{'key': '/type/work'},/works/OL24623796W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9281486A'}],Voyages aux pays du coeur,"['HACHETTE BNF', 'HACHETTE LIVRE-BNF']",216,paperback,"{'type': '/type/text', 'value': 'Source title: Voyages aux pays du coeur (Littérature) (French Edition)'}",[{'key': '/works/OL24623796W'}],"Feb 28, 2018",['2019714892'],[11298836],,['9782019714895'],"{'type': '/type/datetime', 'value': '2021-06-23T11:37:27.353557'}","{'type': '/type/datetime', 'value': '2021-06-23T11:37:27.353557'}",{'key': '/type/edition'},/books/OL32669571M,1,1,['amazon:2019714892'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:36:54.392121'}","{'type': '/type/datetime', 'value': '2021-06-23T11:36:54.392121'}",{'key': '/type/author'},/authors/OL9281485A,1,1,['amazon:2019637383'],SCALIETTE-V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281485A'}}]","Le Sauveur de l'humanité, conséquence du problème social résolu",,,,,,,,[11298835],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:36:54.392121'}","{'type': '/type/datetime', 'value': '2021-06-23T11:36:54.392121'}",{'key': '/type/work'},/works/OL24623795W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9281485A'}],"Le Sauveur de l'humanité, conséquence du problème social résolu","['HACHETTE BNF', 'HACHETTE LIVRE-BNF']",36,paperback,"{'type': '/type/text', 'value': ""Source title: Le Sauveur de l'humanité, conséquence du problème social résolu (Sciences sociales) (French Edition)""}",[{'key': '/works/OL24623795W'}],"Feb 28, 2018",['2019637383'],[11298835],,['9782019637385'],"{'type': '/type/datetime', 'value': '2021-06-23T11:36:54.392121'}","{'type': '/type/datetime', 'value': '2021-06-23T11:36:54.392121'}",{'key': '/type/edition'},/books/OL32669570M,1,1,['amazon:2019637383'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:35.020297'}","{'type': '/type/datetime', 'value': '2021-06-23T11:35:35.020297'}",{'key': '/type/author'},/authors/OL9281484A,1,1,['amazon:2019477025'],MOUTARD-MARTIN-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281484A'}}]",De l'Opération de l'empyème,,,,,,,,[11298834],,,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:35.020297'}","{'type': '/type/datetime', 'value': '2021-06-23T11:35:35.020297'}",{'key': '/type/work'},/works/OL24623794W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[{'key': '/authors/OL9281484A'}],De l'Opération de l'empyème,"['Hachette Livre - BNF', 'HACHETTE LIVRE-BNF']",22,paperback,"{'type': '/type/text', 'value': ""Source title: De l'Opération de l'empyème (Sciences) (French Edition)""}",[{'key': '/works/OL24623794W'}],"Feb 28, 2018",['2019477025'],[11298834],,['9782019477028'],"{'type': '/type/datetime', 'value': '2021-06-23T11:35:35.020297'}","{'type': '/type/datetime', 'value': '2021-06-23T11:35:35.020297'}",{'key': '/type/edition'},/books/OL32669562M,1,1,['amazon:2019477025'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T11:35:21.847135'}","{'type': '/type/datetime', 'value': '2021-06-23T11:35:21.847135'}",{'key': '/type/author'},/authors/OL9281483A,1,1,['amazon:2019307383'],TYP. G. CHAMEROT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
