,subtitle,authors,title,publishers,number_of_pages,physical_format,notes,works,publish_date,isbn_10,covers,full_title,isbn_13,last_modified,created,type,key,latest_revision,revision,source_records,name,id,publish_places,identifiers,pagination,classifications,copyright_date,table_of_contents,contributors,edition_name,oclc_numbers,languages,other_titles,subjects,links,subject_places,description,subject_times,excerpts,subject_people,series,lc_classifications,first_publish_date,dewey_number,physical_dimensions,first_sentence,weight,translation_of,by_statement,translated_from,dewey_decimal_class,ocaid,location,publish_country,personal_name,authors_key,books_key
5830,Erzählungen,[{'key': '/authors/OL6524209A'}],Aus Nord- u [nd] Südamerika,"['Gale NCCO, Print Editions']",226.0,hardcover,"{'type': '/type/text', 'value': 'Source title: Aus Nord- u [nd] Südamerika: Erzählungen (German Edition)'}",[{'key': '/works/OL24623236W'}],"Jul 20, 2017",['1375242431'],[11298137],Aus Nord- u [nd] Südamerika : Erzählungen,['9781375242431'],"{'type': '/type/datetime', 'value': '2021-06-23T06:59:25.251721'}","{'type': '/type/datetime', 'value': '2021-06-23T06:59:25.251721'}",{'key': '/type/edition'},/books/OL32668763M,1,1,['amazon:1375242431'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL6524209A,/books/OL32668763M
5831,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:59:21.791591'}","{'type': '/type/datetime', 'value': '2021-06-23T06:59:21.791591'}",{'key': '/type/author'},/authors/OL9281194A,1,1,['amazon:1375238906'],Wilhelm von Lüdemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281194A
5832,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281194A'}}]",Die Foscari. T. 1-2 : ein historisch-romantisches Gemälde aus dem funfzehnten Jahrhundert,,,,,,,,[11298136],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:59:21.791591'}","{'type': '/type/datetime', 'value': '2021-06-23T06:59:21.791591'}",{'key': '/type/work'},/works/OL24623235W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623235W
5833,W. von Lüdemann,[{'key': '/authors/OL9281194A'}],Die Foscari. T. 1-2 : ein historisch-romantisches Gemälde aus dem funfzehnten Jahrhundert,"['Gale NCCO, Print Editions']",472.0,paperback,"{'type': '/type/text', 'value': 'Source title: Die Foscari. T. 1-2: ein historisch-romantisches Gemälde aus dem funfzehnten Jahrhundert: W. von Lüdemann (German Edition)'}",[{'key': '/works/OL24623235W'}],"Jul 20, 2017",['1375238906'],[11298136],Die Foscari. T. 1-2 : ein historisch-romantisches Gemälde aus dem funfzehnten Jahrhundert : W. von Lüdemann,['9781375238908'],"{'type': '/type/datetime', 'value': '2021-06-23T06:59:21.791591'}","{'type': '/type/datetime', 'value': '2021-06-23T06:59:21.791591'}",{'key': '/type/edition'},/books/OL32668762M,1,1,['amazon:1375238906'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281194A,/books/OL32668762M
5834,"ou, Les délices de l'Angleterre",[{'key': '/authors/OL9192993A'}],Les amans françois a Londres,"['Gale NCCO, Print Editions']",82.0,paperback,"{'type': '/type/text', 'value': ""Source title: Les amans françois a Londres: ou, Les délices de l'Angleterre (French Edition)""}",[{'key': '/works/OL24416787W'}],"Jul 20, 2017",['1375200100'],[11298134],"Les amans françois a Londres ou, Les délices de l'Angleterre",['9781375200103'],"{'type': '/type/datetime', 'value': '2021-06-23T06:59:01.163500'}","{'type': '/type/datetime', 'value': '2021-06-23T06:59:01.163500'}",{'key': '/type/edition'},/books/OL32668761M,1,1,['amazon:1375200100'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9192993A,/books/OL32668761M
5835,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:58:57.116086'}","{'type': '/type/datetime', 'value': '2021-06-23T06:58:57.116086'}",{'key': '/type/author'},/authors/OL9281193A,1,1,['amazon:1375195697'],Amable Saint-Hilaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281193A
5836,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL5299884A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281193A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9244592A'}}]","Melmoth : ou, L'homme errant : mimo-drame en trois actes et a grand spectacle",,,,,,,,[11298133],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:58:57.116086'}","{'type': '/type/datetime', 'value': '2021-06-23T06:58:57.116086'}",{'key': '/type/work'},/works/OL24623234W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623234W
5837,"par MM. Ferdinand et Saint-Hilaire, musique de M. Sergent, ballets de ...","[{'key': '/authors/OL5299884A'}, {'key': '/authors/OL9281193A'}, {'key': '/authors/OL9244592A'}]","Melmoth : ou, L'homme errant : mimo-drame en trois actes et a grand spectacle","['Gale NCCO, Print Editions']",34.0,hardcover,"{'type': '/type/text', 'value': ""Source title: Melmoth: ou, L'homme errant: mimo-drame en trois actes et a grand spectacle: par MM. Ferdinand et Saint-Hilaire, musique de M. Sergent, ballets de ... (French Edition)""}",[{'key': '/works/OL24623234W'}],"Jul 20, 2017",['1375195697'],[11298133],"Melmoth : ou, L'homme errant : mimo-drame en trois actes et a grand spectacle : par MM. Ferdinand et Saint-Hilaire, musique de M. Sergent, ballets de ...",['9781375195690'],"{'type': '/type/datetime', 'value': '2021-06-23T06:58:57.116086'}","{'type': '/type/datetime', 'value': '2021-06-23T06:58:57.116086'}",{'key': '/type/edition'},/books/OL32668760M,1,1,['amazon:1375195697'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL5299884A,/books/OL32668760M
5838,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3957352A'}}]",Moeurs administratives,,,,,,,,[11298132],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:58:33.944517'}","{'type': '/type/datetime', 'value': '2021-06-23T06:58:33.944517'}",{'key': '/type/work'},/works/OL24623233W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623233W
5839,par M. Ymbert; pour faire suite aux observations sur les moeurs et les usages françis au commencement du XIXe. siècle; TOME SECOND,[{'key': '/authors/OL3957352A'}],Moeurs administratives,"['Gale NCCO, Print Editions']",294.0,hardcover,"{'type': '/type/text', 'value': 'Source title: Moeurs administratives: par M. Ymbert; pour faire suite aux observations sur les moeurs et les usages françis au commencement du XIXe. siècle; TOME SECOND (French Edition)'}",[{'key': '/works/OL24623233W'}],"Jul 20, 2017",['1375169955'],[11298132],Moeurs administratives : par M. Ymbert; pour faire suite aux observations sur les moeurs et les usages françis au commencement du XIXe. siècle; TOME SECOND,['9781375169950'],"{'type': '/type/datetime', 'value': '2021-06-23T06:58:33.944517'}","{'type': '/type/datetime', 'value': '2021-06-23T06:58:33.944517'}",{'key': '/type/edition'},/books/OL32668759M,1,1,['amazon:1375169955'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL3957352A,/books/OL32668759M
5840,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL3145222A'}}]","La famille Sainte-Amaranthe : ou, Le règne de la terreur : nouvelle héroique : ornée de deux portraits",,,,,,,,[11298131],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:58:24.557786'}","{'type': '/type/datetime', 'value': '2021-06-23T06:58:24.557786'}",{'key': '/type/work'},/works/OL24623232W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623232W
5841,"par Mme. E. L., née C.L; TOME SECOND",[{'key': '/authors/OL3145222A'}],"La famille Sainte-Amaranthe : ou, Le règne de la terreur : nouvelle héroique : ornée de deux portraits","['Gale NCCO, Print Editions']",166.0,hardcover,"{'type': '/type/text', 'value': 'Source title: La famille Sainte-Amaranthe: ou, Le règne de la terreur: nouvelle héroique: ornée de deux portraits: par Mme. E. L., née C.L; TOME SECOND (French Edition)'}",[{'key': '/works/OL24623232W'}],"Jul 20, 2017",['1375160397'],[11298131],"La famille Sainte-Amaranthe : ou, Le règne de la terreur : nouvelle héroique : ornée de deux portraits : par Mme. E. L., née C.L; TOME SECOND",['9781375160391'],"{'type': '/type/datetime', 'value': '2021-06-23T06:58:24.557786'}","{'type': '/type/datetime', 'value': '2021-06-23T06:58:24.557786'}",{'key': '/type/edition'},/books/OL32668758M,1,1,['amazon:1375160397'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL3145222A,/books/OL32668758M
5842,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9231386A'}}]",Des cent nouvelles nouvelles. ptie 4,,,,,,,,[11298130],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:58:08.418223'}","{'type': '/type/datetime', 'value': '2021-06-23T06:58:08.418223'}",{'key': '/type/work'},/works/OL24623231W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623231W
5843,de Madame de Gomez,[{'key': '/authors/OL9231386A'}],Des cent nouvelles nouvelles. ptie 4,"['Gale NCCO, Print Editions']",186.0,hardcover,"{'type': '/type/text', 'value': 'Source title: Des cent nouvelles nouvelles. ptie 4: de Madame de Gomez (French Edition)'}",[{'key': '/works/OL24623231W'}],"Jul 20, 2017",['1375133411'],[11298130],Des cent nouvelles nouvelles. ptie 4 de Madame de Gomez,['9781375133418'],"{'type': '/type/datetime', 'value': '2021-06-23T06:58:08.418223'}","{'type': '/type/datetime', 'value': '2021-06-23T06:58:08.418223'}",{'key': '/type/edition'},/books/OL32668757M,1,1,['amazon:1375133411'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9231386A,/books/OL32668757M
5844,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL1799832A'}}]",Stratagems Defeated,,,,,,,,[11298129],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:57:43.674993'}","{'type': '/type/datetime', 'value': '2021-06-23T06:57:43.674993'}",{'key': '/type/work'},/works/OL24623230W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623230W
5845,a Novel; VOL. IV,[{'key': '/authors/OL1799832A'}],Stratagems Defeated,"['Gale NCCO, Print Editions']",376.0,hardcover,"{'type': '/type/text', 'value': 'Source title: Stratagems Defeated: a Novel; VOL. IV'}",[{'key': '/works/OL24623230W'}],"Jul 19, 2017",['137506777X'],[11298129],Stratagems Defeated : a Novel; VOL. IV,['9781375067775'],"{'type': '/type/datetime', 'value': '2021-06-23T06:57:43.674993'}","{'type': '/type/datetime', 'value': '2021-06-23T06:57:43.674993'}",{'key': '/type/edition'},/books/OL32668756M,1,1,['amazon:137506777X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL1799832A,/books/OL32668756M
5846,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2628053A'}}]",Tiger and Tom and Other Stories for Boys,,,,,,,,[11298128],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:57:16.489825'}","{'type': '/type/datetime', 'value': '2021-06-23T06:57:16.489825'}",{'key': '/type/work'},/works/OL24623229W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623229W
5847,,[{'key': '/authors/OL2628053A'}],Tiger and Tom and Other Stories for Boys,['Pinnacle Press'],216.0,hardcover,,[{'key': '/works/OL24623229W'}],"May 26, 2017",['137500381X'],[11298128],Tiger and Tom and Other Stories for Boys,['9781375003810'],"{'type': '/type/datetime', 'value': '2021-06-23T06:57:16.489825'}","{'type': '/type/datetime', 'value': '2021-06-23T06:57:16.489825'}",{'key': '/type/edition'},/books/OL32668755M,1,1,['amazon:137500381X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2628053A,/books/OL32668755M
5848,del antes al después,,Debates electorales televisados,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:57:18.902083'}","{'type': '/type/datetime', 'value': '2021-06-23T06:56:59.151853'}",{'key': '/type/work'},/works/OL24623228W,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/works/OL24623228W
5849,,,Debates electorales televisados : del antes al después,['Sociedad Latina de Comunicación Social'],,,,[{'key': '/works/OL24623228W'}],2019,,[11298127],,['978-84-17314-14-9'],"{'type': '/type/datetime', 'value': '2021-06-23T06:57:18.902083'}","{'type': '/type/datetime', 'value': '2021-06-23T06:56:59.151853'}",{'key': '/type/edition'},/books/OL32668754M,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/books/OL32668754M
5850,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL2628053A'}}]",American Eloquence; Volume 2,,,,,,,,[11298126],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:56:52.131744'}","{'type': '/type/datetime', 'value': '2021-06-23T06:56:52.131744'}",{'key': '/type/work'},/works/OL24623227W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623227W
5851,,[{'key': '/authors/OL2628053A'}],American Eloquence; Volume 2,['Pinnacle Press'],202.0,hardcover,,[{'key': '/works/OL24623227W'}],"May 26, 2017",['1374963038'],[11298126],,['9781374963030'],"{'type': '/type/datetime', 'value': '2021-06-23T06:56:52.131744'}","{'type': '/type/datetime', 'value': '2021-06-23T06:56:52.131744'}",{'key': '/type/edition'},/books/OL32668753M,1,1,['amazon:1374963038'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2628053A,/books/OL32668753M
5852,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL146583A'}}]",An Historical Account of the Rise and Progress of the Colonies of South Carolina and Georgia; Volume 1,,,,,,,,[11298125],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:56:07.042090'}","{'type': '/type/datetime', 'value': '2021-06-23T06:56:07.042090'}",{'key': '/type/work'},/works/OL24623226W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623226W
5853,,[{'key': '/authors/OL146583A'}],An Historical Account of the Rise and Progress of the Colonies of South Carolina and Georgia; Volume 1,['Pinnacle Press'],288.0,paperback,,[{'key': '/works/OL24623226W'}],"May 24, 2017",['1374880671'],[11298125],An Historical Account of the Rise and Progress of the Colonies of South Carolina and Georgia; Volume 1,['9781374880672'],"{'type': '/type/datetime', 'value': '2021-06-23T06:56:07.042090'}","{'type': '/type/datetime', 'value': '2021-06-23T06:56:07.042090'}",{'key': '/type/edition'},/books/OL32668752M,1,1,['amazon:1374880671'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL146583A,/books/OL32668752M
5854,A Twin,[{'key': '/authors/OL2305678A'}],Phyllis,['Pinnacle Press'],134.0,paperback,"{'type': '/type/text', 'value': 'Source title: Phyllis (Whitehill): A Twin'}",[{'key': '/works/OL20491126W'}],"May 24, 2017",['1374871133'],[11298124],Phyllis A Twin,['9781374871137'],"{'type': '/type/datetime', 'value': '2021-06-23T06:55:55.928537'}","{'type': '/type/datetime', 'value': '2021-06-23T06:55:55.928537'}",{'key': '/type/edition'},/books/OL32668751M,1,1,['amazon:1374871133'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL2305678A,/books/OL32668751M
5855,"Or, The Speediest Car on the Road",[{'key': '/authors/OL605044A'}],Tom Swift and His Electric Runabout,['Pinnacle Press'],146.0,paperback,"{'type': '/type/text', 'value': 'Source title: Tom Swift and His Electric Runabout: Or, The Speediest Car on the Road'}",[{'key': '/works/OL24475526W'}],"May 24, 2017",['1374858579'],[11298123],"Tom Swift and His Electric Runabout Or, The Speediest Car on the Road",['9781374858572'],"{'type': '/type/datetime', 'value': '2021-06-23T06:55:49.563169'}","{'type': '/type/datetime', 'value': '2021-06-23T06:55:49.563169'}",{'key': '/type/edition'},/books/OL32668750M,1,1,['amazon:1374858579'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL605044A,/books/OL32668750M
5856,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:55:49.488263'}","{'type': '/type/datetime', 'value': '2021-06-23T06:55:49.488263'}",{'key': '/type/author'},/authors/OL9281192A,1,1,['amazon:1671729072'],T. L. Mahrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281192A
5857,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281192A'}}]",Withstanding The Enemy,,,,,,,,[11298122],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:55:49.488263'}","{'type': '/type/datetime', 'value': '2021-06-23T06:55:49.488263'}",{'key': '/type/work'},/works/OL24623225W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623225W
5858,A contract for life,[{'key': '/authors/OL9281192A'}],Withstanding The Enemy,['Independently published'],287.0,paperback,"{'type': '/type/text', 'value': 'Source title: Withstanding The Enemy: A contract for life (With Emma)'}",[{'key': '/works/OL24623225W'}],"Dec 11, 2019",['1671729072'],[11298122],Withstanding The Enemy A contract for life,['9781671729070'],"{'type': '/type/datetime', 'value': '2021-06-23T06:55:49.488263'}","{'type': '/type/datetime', 'value': '2021-06-23T06:55:49.488263'}",{'key': '/type/edition'},/books/OL32668749M,1,1,['amazon:1671729072'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281192A,/books/OL32668749M
5859,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:55:12.341729'}","{'type': '/type/datetime', 'value': '2021-06-23T06:55:12.341729'}",{'key': '/type/author'},/authors/OL9281190A,1,1,['amazon:136593358X'],Ken Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281190A
5860,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:55:12.341729'}","{'type': '/type/datetime', 'value': '2021-06-23T06:55:12.341729'}",{'key': '/type/author'},/authors/OL9281191A,1,1,['amazon:136593358X'],Al Doerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281191A
5861,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281190A'}}, {'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281191A'}}]",Applied Discrete Structures - Part 1,,,,,,,,[11298121],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:55:12.341729'}","{'type': '/type/datetime', 'value': '2021-06-23T06:55:12.341729'}",{'key': '/type/work'},/works/OL24623224W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623224W
5862,Fundamentals,"[{'key': '/authors/OL9281190A'}, {'key': '/authors/OL9281191A'}]",Applied Discrete Structures - Part 1,['Lulu.com'],354.0,paperback,"{'type': '/type/text', 'value': 'Source title: Applied Discrete Structures - Part 1: Fundamentals'}",[{'key': '/works/OL24623224W'}],"May 02, 2017",['136593358X'],[11298121],Applied Discrete Structures - Part 1 Fundamentals,['9781365933585'],"{'type': '/type/datetime', 'value': '2021-06-23T06:55:12.341729'}","{'type': '/type/datetime', 'value': '2021-06-23T06:55:12.341729'}",{'key': '/type/edition'},/books/OL32668748M,1,1,['amazon:136593358X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281190A,/books/OL32668748M
5863,,,,,,,,,,,,,,"{'type': '/type/datetime', 'value': '2021-06-23T06:54:34.377340'}","{'type': '/type/datetime', 'value': '2021-06-23T06:54:34.377340'}",{'key': '/type/author'},/authors/OL9281189A,1,1,['amazon:136507224X'],Charles E Morgan III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281189A
5864,,"[{'type': {'key': '/type/author_role'}, 'author': {'key': '/authors/OL9281189A'}}]",The Case of the Carrier Pigeon,,,,,,,,[11298120],,,"{'type': '/type/datetime', 'value': '2021-06-23T06:54:34.377340'}","{'type': '/type/datetime', 'value': '2021-06-23T06:54:34.377340'}",{'key': '/type/work'},/works/OL24623223W,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/type/author_role,/works/OL24623223W
5865,,[{'key': '/authors/OL9281189A'}],The Case of the Carrier Pigeon,['Lulu.com'],158.0,paperback,,[{'key': '/works/OL24623223W'}],"Aug 25, 2007",['136507224X'],[11298120],,['9781365072246'],"{'type': '/type/datetime', 'value': '2021-06-23T06:54:34.377340'}","{'type': '/type/datetime', 'value': '2021-06-23T06:54:34.377340'}",{'key': '/type/edition'},/books/OL32668747M,1,1,['amazon:136507224X'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL9281189A,/books/OL32668747M
5866,Gam-Anon/Gam-A-Teen,[{'key': '/authors/OL7546206A'}],Adult Coloring Journal,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Adult Coloring Journal: Gam-Anon/Gam-A-Teen (Mythical Illustrations, Clear Skies)'}",[{'key': '/works/OL24349756W'}],"Sep 26, 2016",['1360952756'],[11298119],Adult Coloring Journal Gam-Anon/Gam-A-Teen,['9781360952758'],"{'type': '/type/datetime', 'value': '2021-06-23T06:54:21.746700'}","{'type': '/type/datetime', 'value': '2021-06-23T06:54:21.746700'}",{'key': '/type/edition'},/books/OL32668746M,1,1,['amazon:1360952756'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668746M
5867,Families Anonymous,[{'key': '/authors/OL7546206A'}],Adult Coloring Journal,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Adult Coloring Journal: Families Anonymous (Floral Illustrations, Rainbow Canvas)'}",[{'key': '/works/OL24349756W'}],"Sep 26, 2016",['1360945733'],[11298118],Adult Coloring Journal Families Anonymous,['9781360945736'],"{'type': '/type/datetime', 'value': '2021-06-23T06:54:17.416972'}","{'type': '/type/datetime', 'value': '2021-06-23T06:54:17.416972'}",{'key': '/type/edition'},/books/OL32668745M,1,1,['amazon:1360945733'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668745M
5868,Codependents of Sex Addicts Anonymous,[{'key': '/authors/OL7546206A'}],Adult Coloring Journal,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Adult Coloring Journal: Codependents of Sex Addicts Anonymous (Turtle Illustrations, Color Burst)'}",[{'key': '/works/OL24349756W'}],"Sep 26, 2016",['1360936238'],[11298117],Adult Coloring Journal Codependents of Sex Addicts Anonymous,['9781360936239'],"{'type': '/type/datetime', 'value': '2021-06-23T06:54:09.333092'}","{'type': '/type/datetime', 'value': '2021-06-23T06:54:09.333092'}",{'key': '/type/edition'},/books/OL32668744M,1,1,['amazon:1360936238'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668744M
5869,Cocaine Anonymous,[{'key': '/authors/OL7546206A'}],Adult Coloring Journal,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Adult Coloring Journal: Cocaine Anonymous (Sea Life Illustrations, Rainbow Canvas)'}",[{'key': '/works/OL24349756W'}],"Sep 26, 2016",['1360913270'],[11298116],Adult Coloring Journal Cocaine Anonymous,['9781360913278'],"{'type': '/type/datetime', 'value': '2021-06-23T06:53:59.293617'}","{'type': '/type/datetime', 'value': '2021-06-23T06:53:59.293617'}",{'key': '/type/edition'},/books/OL32668743M,1,1,['amazon:1360913270'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668743M
5870,Cocaine Anonymous,[{'key': '/authors/OL7546206A'}],Adult Coloring Journal,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Adult Coloring Journal: Cocaine Anonymous (Mythical Illustrations, Blue Orchid)'}",[{'key': '/works/OL24349756W'}],"Sep 26, 2016",['1360911588'],[11298115],Adult Coloring Journal Cocaine Anonymous,['9781360911588'],"{'type': '/type/datetime', 'value': '2021-06-23T06:53:56.829902'}","{'type': '/type/datetime', 'value': '2021-06-23T06:53:56.829902'}",{'key': '/type/edition'},/books/OL32668742M,1,1,['amazon:1360911588'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668742M
5871,Al-Anon,[{'key': '/authors/OL7546206A'}],Adult Coloring Journal,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Adult Coloring Journal: Al-Anon (Sea Life Illustrations, Pastel Floral)'}",[{'key': '/works/OL24349756W'}],"Sep 26, 2016",['1360903569'],[11298114],Adult Coloring Journal Al-Anon,['9781360903569'],"{'type': '/type/datetime', 'value': '2021-06-23T06:53:51.268319'}","{'type': '/type/datetime', 'value': '2021-06-23T06:53:51.268319'}",{'key': '/type/edition'},/books/OL32668741M,1,1,['amazon:1360903569'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668741M
5872,Gesundheit & Wellness,[{'key': '/authors/OL7546206A'}],Maltagebuch für Erwachsene,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Maltagebuch für Erwachsene: Gesundheit & Wellness (Naturillustrationen, Türkiser Marmor) (German Edition)'}",[{'key': '/works/OL24351246W'}],"Jun 22, 2016",['1359977058'],[11298113],Maltagebuch für Erwachsene Gesundheit & Wellness,['9781359977052'],"{'type': '/type/datetime', 'value': '2021-06-23T06:53:46.813834'}","{'type': '/type/datetime', 'value': '2021-06-23T06:53:46.813834'}",{'key': '/type/edition'},/books/OL32668740M,1,1,['amazon:1359977058'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668740M
5873,Sexualität,[{'key': '/authors/OL7546206A'}],Maltagebuch für Erwachsene,['Adult Coloring Journal Press'],162.0,paperback,"{'type': '/type/text', 'value': 'Source title: Maltagebuch für Erwachsene: Sexualität (Blumenillustrationen, Farbexplosion) (German Edition)'}",[{'key': '/works/OL24351246W'}],"Jun 22, 2016",['1359952640'],[11298112],Maltagebuch für Erwachsene Sexualität,['9781359952646'],"{'type': '/type/datetime', 'value': '2021-06-23T06:53:37.672102'}","{'type': '/type/datetime', 'value': '2021-06-23T06:53:37.672102'}",{'key': '/type/edition'},/books/OL32668739M,1,1,['amazon:1359952640'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/authors/OL7546206A,/books/OL32668739M
